neighbourhood,latitude,longitude,room_type,price,stars
sterbro,55.70668,12.58406,Entire home/apt,750,2
Frederiksberg,55.67221,12.54248,Entire home/apt,929,3
Amager st,55.65625,12.60971,Private room,999,4
Nrrebro,55.6925,12.5445,Entire home/apt,1000,1
Amager st,55.66343,12.6108,Entire home/apt,818,5
Nrrebro,55.69089,12.56015,Entire home/apt,650,2
Amager Vest,55.65224,12.61111,Shared room,999,5
Indre By,55.68911,12.57182,Entire home/apt,1400,3
Indre By,55.68094,12.57025,Private room,493,2
Indre By,55.67636,12.57677,Entire home/apt,1700,4
Frederiksberg,55.68344,12.54926,Entire home/apt,850,1
Amager Vest,55.66699,12.58435,Entire home/apt,3356,3
Nrrebro,55.69127,12.55295,Entire home/apt,2200,4
sterbro,55.70079,12.58391,Private room,298,3
Indre By,55.67176,12.58757,Entire home/apt,740,5
Vesterbro-Kongens Enghave,55.65499,12.53733,Entire home/apt,836,5
Nrrebro,55.68893,12.54728,Entire home/apt,950,1
Vesterbro-Kongens Enghave,55.67301,12.56131,Entire home/apt,921,4
Frederiksberg,55.68518,12.53806,Entire home/apt,765,2
Indre By,55.67102,12.59094,Entire home/apt,1186,3
Vesterbro-Kongens Enghave,55.66789,12.5344,Entire home/apt,600,5
Amager Vest,55.61922,12.5708,Entire home/apt,757,5
Amager Vest,55.66034,12.5733,Entire home/apt,1086,4
Amager Vest,55.66096,12.57262,Private room,629,1
Vesterbro-Kongens Enghave,55.66514,12.54721,Entire home/apt,1200,3
sterbro,55.71171,12.57364,Entire home/apt,1025,5
Amager st,55.64942,12.62945,Private room,500,4
Frederiksberg,55.68397,12.54097,Entire home/apt,1079,5
Amager Vest,55.66354,12.60001,Private room,1779,5
Nrrebro,55.69753,12.55223,Entire home/apt,387,5
Indre By,55.67194,12.57882,Entire home/apt,1800,2
sterbro,55.71142,12.5569,Entire home/apt,1250,5
Amager st,55.64863,12.61619,Entire home/apt,850,4
Amager Vest,55.66144,12.60318,Shared room,865,5
Indre By,55.68971,12.56952,Entire home/apt,1150,4
Vesterbro-Kongens Enghave,55.67105,12.55313,Entire home/apt,1100,4
Vesterbro-Kongens Enghave,55.67025,12.55646,Entire home/apt,1100,3
sterbro,55.70753,12.5682,Entire home/apt,947,1
Frederiksberg,55.67751,12.55194,Entire home/apt,1100,2
Amager Vest,55.66476,12.58116,Entire home/apt,679,4
Nrrebro,55.70384,12.54957,Entire home/apt,856,1
sterbro,55.71044,12.5576,Entire home/apt,900,1
Nrrebro,55.70541,12.55055,Entire home/apt,573,4
Indre By,55.67994,12.57023,Entire home/apt,895,4
Nrrebro,55.69473,12.55009,Entire home/apt,1200,5
Amager st,55.65852,12.62684,Entire home/apt,1893,4
Amager Vest,55.6536,12.60231,Entire home/apt,669,1
Vesterbro-Kongens Enghave,55.66816,12.5478,Entire home/apt,2200,4
Vesterbro-Kongens Enghave,55.66921,12.55041,Entire home/apt,1042,5
Vanlse,55.69709,12.52334,Entire home/apt,1000,1
Nrrebro,55.68847,12.55581,Entire home/apt,1500,1
Indre By,55.67043,12.59304,Entire home/apt,1199,2
Vesterbro-Kongens Enghave,55.66005,12.56016,Entire home/apt,2300,5
Bispebjerg,55.70559,12.52709,Entire home/apt,401,5
Vesterbro-Kongens Enghave,55.6718,12.55654,Entire home/apt,799,5
Vesterbro-Kongens Enghave,55.66953,12.54917,Entire home/apt,850,4
Indre By,55.68339,12.58058,Entire home/apt,1490,3
Frederiksberg,55.68246,12.52439,Entire home/apt,1000,1
Nrrebro,55.69359,12.54107,Entire home/apt,971,1
Indre By,55.68386,12.56666,Entire home/apt,845,1
Nrrebro,55.688,12.54849,Entire home/apt,950,2
Indre By,55.68913,12.5872,Entire home/apt,1000,5
Vesterbro-Kongens Enghave,55.65738,12.53693,Entire home/apt,800,4
Amager Vest,55.66529,12.58055,Entire home/apt,1000,4
Indre By,55.68097,12.56252,Entire home/apt,2000,2
Vesterbro-Kongens Enghave,55.67198,12.55499,Private room,350,4
Frederiksberg,55.68423,12.54662,Private room,458,4
Vesterbro-Kongens Enghave,55.67257,12.5596,Entire home/apt,800,1
Indre By,55.68441,12.56707,Entire home/apt,960,2
Nrrebro,55.69528,12.55079,Entire home/apt,700,2
sterbro,55.69868,12.58748,Entire home/apt,1800,4
sterbro,55.69906,12.58117,Entire home/apt,800,4
sterbro,55.71369,12.57331,Entire home/apt,1865,5
Vesterbro-Kongens Enghave,55.66845,12.54207,Entire home/apt,1228,3
Brnshj-Husum,55.70389,12.50064,Private room,629,2
Vesterbro-Kongens Enghave,55.64314,12.53008,Entire home/apt,878,1
Vesterbro-Kongens Enghave,55.66496,12.55833,Entire home/apt,1100,4
Valby,55.66635,12.50575,Entire home/apt,529,2
Frederiksberg,55.68764,12.5321,Private room,550,2
Frederiksberg,55.6836,12.5372,Entire home/apt,550,3
Nrrebro,55.68845,12.55617,Entire home/apt,590,1
Nrrebro,55.69989,12.54855,Private room,500,3
Amager Vest,55.65113,12.60977,Entire home/apt,1500,5
Amager st,55.65344,12.61723,Entire home/apt,595,2
Frederiksberg,55.68596,12.53723,Entire home/apt,650,1
Vesterbro-Kongens Enghave,55.67187,12.55406,Entire home/apt,1500,4
Bispebjerg,55.72491,12.5228,Private room,448,4
sterbro,55.6965,12.57497,Entire home/apt,750,4
Nrrebro,55.68835,12.55306,Private room,700,4
Nrrebro,55.69408,12.5541,Entire home/apt,780,1
Vesterbro-Kongens Enghave,55.67086,12.5476,Entire home/apt,1465,3
Vesterbro-Kongens Enghave,55.66722,12.5483,Entire home/apt,579,5
Nrrebro,55.69671,12.5432,Entire home/apt,386,2
Vesterbro-Kongens Enghave,55.67275,12.54832,Entire home/apt,960,5
Nrrebro,55.68685,12.55519,Entire home/apt,2000,4
Amager Vest,55.65976,12.59968,Private room,364,3
Indre By,55.67658,12.57079,Entire home/apt,2700,4
Nrrebro,55.69059,12.56099,Private room,394,3
sterbro,55.70404,12.58264,Entire home/apt,500,3
Nrrebro,55.69022,12.56523,Entire home/apt,950,4
Indre By,55.67853,12.58779,Entire home/apt,763,3
Nrrebro,55.68698,12.54645,Entire home/apt,1200,4
Frederiksberg,55.68244,12.54841,Entire home/apt,900,5
Vesterbro-Kongens Enghave,55.67155,12.54458,Entire home/apt,1900,5
Indre By,55.68871,12.56617,Private room,498,1
Frederiksberg,55.67898,12.53115,Entire home/apt,780,2
Frederiksberg,55.68391,12.53462,Entire home/apt,750,2
Nrrebro,55.69756,12.53927,Entire home/apt,1446,5
Vesterbro-Kongens Enghave,55.66805,12.54941,Entire home/apt,1100,3
Vesterbro-Kongens Enghave,55.66357,12.53966,Entire home/apt,600,1
Nrrebro,55.68846,12.55848,Entire home/apt,1643,3
Vesterbro-Kongens Enghave,55.67118,12.5585,Entire home/apt,1050,1
Vesterbro-Kongens Enghave,55.66557,12.5496,Entire home/apt,500,5
Indre By,55.68339,12.56666,Entire home/apt,908,2
Vesterbro-Kongens Enghave,55.66529,12.54921,Entire home/apt,845,1
Brnshj-Husum,55.71157,12.51101,Entire home/apt,750,1
Indre By,55.67779,12.57113,Entire home/apt,1500,4
Indre By,55.6852,12.61223,Entire home/apt,1536,4
Amager Vest,55.66332,12.57351,Entire home/apt,2014,3
Frederiksberg,55.6747,12.54291,Entire home/apt,1395,2
Nrrebro,55.68949,12.55377,Private room,4000,4
Amager Vest,55.63889,12.59486,Entire home/apt,2500,4
Indre By,55.67073,12.59323,Entire home/apt,850,3
Bispebjerg,55.72411,12.53188,Entire home/apt,800,5
Frederiksberg,55.67983,12.55485,Entire home/apt,930,3
Valby,55.66324,12.49997,Private room,350,4
Frederiksberg,55.68796,12.52525,Entire home/apt,1920,5
Amager Vest,55.66471,12.58032,Entire home/apt,1300,1
Bispebjerg,55.71163,12.51686,Entire home/apt,3643,4
Frederiksberg,55.68925,12.53418,Entire home/apt,1488,5
Vesterbro-Kongens Enghave,55.67023,12.55426,Entire home/apt,1108,2
Nrrebro,55.69578,12.54017,Entire home/apt,700,1
Indre By,55.69328,12.57696,Private room,829,4
Nrrebro,55.69258,12.5497,Entire home/apt,956,1
sterbro,55.70768,12.584636,Entire home/apt,550,2
sterbro,55.70213,12.5837,Entire home/apt,1320,3
Indre By,55.68232,12.56907,Entire home/apt,1200,4
Bispebjerg,55.72375,12.52324,Entire home/apt,1200,1
Indre By,55.68999,12.57158,Entire home/apt,1950,3
Vesterbro-Kongens Enghave,55.6698,12.54991,Entire home/apt,1279,1
Amager Vest,55.66794,12.57724,Entire home/apt,1000,4
Nrrebro,55.69216,12.54107,Entire home/apt,600,3
Valby,55.65948,12.49288,Entire home/apt,1100,3
Bispebjerg,55.69859,12.52532,Entire home/apt,559,2
Nrrebro,55.69198,12.56329,Entire home/apt,664,1
Nrrebro,55.6951,12.54288,Entire home/apt,841,2
Nrrebro,55.68626,12.55992,Entire home/apt,1050,5
Amager Vest,55.63323,12.58835,Private room,400,3
Valby,55.66302,12.49789,Entire home/apt,1800,1
Indre By,55.68728,12.58635,Entire home/apt,1057,1
Frederiksberg,55.69023,12.53216,Entire home/apt,600,2
Valby,55.65871,12.51066,Entire home/apt,1000,3
Nrrebro,55.68716,12.54889,Entire home/apt,630,4
Indre By,55.6948,12.57394,Entire home/apt,998,1
Vesterbro-Kongens Enghave,55.66533,12.55212,Entire home/apt,695,2
Vanlse,55.69594,12.52672,Entire home/apt,780,2
Valby,55.66448,12.50177,Entire home/apt,450,5
Frederiksberg,55.68827,12.5315,Entire home/apt,950,3
Frederiksberg,55.67749,12.54002,Entire home/apt,1250,3
Vesterbro-Kongens Enghave,55.6681,12.55084,Entire home/apt,1100,1
Nrrebro,55.68558,12.54973,Private room,277,5
Bispebjerg,55.71631,12.51949,Entire home/apt,750,3
Vesterbro-Kongens Enghave,55.66439,12.54975,Entire home/apt,900,2
Vesterbro-Kongens Enghave,55.66783,12.55508,Entire home/apt,1150,1
sterbro,55.70274,12.58316,Entire home/apt,695,5
Indre By,55.68088,12.56256,Entire home/apt,6571,3
Vesterbro-Kongens Enghave,55.67085,12.54349,Entire home/apt,700,4
Nrrebro,55.68804,12.55301,Entire home/apt,574,4
sterbro,55.70226,12.58725,Entire home/apt,2000,5
sterbro,55.70431,12.5857,Entire home/apt,799,3
Amager Vest,55.66007,12.60136,Entire home/apt,967,3
Frederiksberg,55.69398,12.52347,Entire home/apt,750,5
Indre By,55.68396,12.56424,Entire home/apt,890,2
Indre By,55.67578,12.59941,Entire home/apt,1413,3
Nrrebro,55.69461,12.53778,Entire home/apt,850,4
sterbro,55.70041,12.58549,Entire home/apt,3534,5
Vesterbro-Kongens Enghave,55.67039,12.54384,Entire home/apt,927,2
Nrrebro,55.69676,12.55266,Entire home/apt,643,3
Vesterbro-Kongens Enghave,55.67138,12.55816,Entire home/apt,1650,1
Frederiksberg,55.67876,12.54915,Entire home/apt,700,1
Vesterbro-Kongens Enghave,55.66617,12.55199,Entire home/apt,783,3
Frederiksberg,55.67814,12.54573,Entire home/apt,6696,3
Nrrebro,55.68713,12.54604,Entire home/apt,1350,5
Indre By,55.68203,12.5713,Entire home/apt,1257,2
Brnshj-Husum,55.71185,12.50874,Entire home/apt,893,5
Amager Vest,55.65374,12.6106,Private room,326,1
Amager st,55.66161,12.6301,Entire home/apt,1151,1
Nrrebro,55.68848,12.55416,Entire home/apt,10000,4
Amager Vest,55.64292,12.59653,Entire home/apt,2300,4
Vesterbro-Kongens Enghave,55.67247,12.55516,Entire home/apt,1500,3
Vesterbro-Kongens Enghave,55.64257,12.53528,Entire home/apt,700,4
Indre By,55.68698,12.57656,Entire home/apt,2046,4
Frederiksberg,55.68426,12.49582,Entire home/apt,1150,2
Brnshj-Husum,55.70203,12.47056,Entire home/apt,1599,3
Indre By,55.68718,12.56875,Entire home/apt,3348,2
Amager st,55.66478,12.60744,Entire home/apt,1200,2
sterbro,55.71051,12.5658,Entire home/apt,586,4
Indre By,55.677,12.57125,Entire home/apt,2324,3
Vesterbro-Kongens Enghave,55.6687,12.55171,Private room,400,1
Amager Vest,55.6366,12.58546,Entire home/apt,1089,3
Amager Vest,55.65082,12.58833,Entire home/apt,1500,4
Nrrebro,55.69721,12.54551,Entire home/apt,1350,4
Indre By,55.67687,12.59534,Entire home/apt,1000,3
Frederiksberg,55.67695,12.55105,Entire home/apt,1799,1
Nrrebro,55.68677,12.5465,Entire home/apt,1356,3
Bispebjerg,55.71059,12.52909,Private room,3000,4
Vesterbro-Kongens Enghave,55.64514,12.55298,Entire home/apt,1000,4
Nrrebro,55.68842,12.5603,Entire home/apt,1900,3
Amager Vest,55.64258,12.60983,Entire home/apt,795,3
sterbro,55.69463,12.57065,Entire home/apt,2000,2
Vesterbro-Kongens Enghave,55.66585,12.55351,Entire home/apt,871,3
Indre By,55.68275,12.5744,Entire home/apt,1488,2
Valby,55.66717,12.49345,Entire home/apt,900,2
Amager st,55.6555,12.62381,Entire home/apt,2800,5
Vesterbro-Kongens Enghave,55.67098,12.5514,Entire home/apt,729,5
Indre By,55.6857,12.5879,Entire home/apt,1800,3
Indre By,55.68832,12.58563,Entire home/apt,899,4
Nrrebro,55.70099,12.53909,Entire home/apt,1000,4
Amager st,55.66753,12.5979,Entire home/apt,1150,5
Valby,55.66653,12.49543,Entire home/apt,1265,5
Nrrebro,55.69125,12.55441,Entire home/apt,531,2
Brnshj-Husum,55.71931,12.51122,Entire home/apt,1500,2
Bispebjerg,55.72118,12.52721,Entire home/apt,1700,4
Frederiksberg,55.67434,12.54037,Entire home/apt,1400,2
Nrrebro,55.69925,12.55098,Entire home/apt,957,2
Vesterbro-Kongens Enghave,55.66626,12.55692,Entire home/apt,967,2
Nrrebro,55.6916,12.54267,Entire home/apt,1250,4
Vesterbro-Kongens Enghave,55.67235,12.55984,Entire home/apt,650,1
Amager st,55.66052,12.62424,Entire home/apt,2500,4
Indre By,55.68119,12.5823,Entire home/apt,1600,2
Frederiksberg,55.69106,12.53052,Entire home/apt,814,3
Amager st,55.65517,12.61434,Entire home/apt,430,3
Indre By,55.69278,12.57356,Entire home/apt,2000,3
Frederiksberg,55.67199,12.54277,Entire home/apt,1199,1
Indre By,55.67729,12.56889,Entire home/apt,1099,2
Vesterbro-Kongens Enghave,55.66517,12.54202,Entire home/apt,810,5
Frederiksberg,55.69232,12.52986,Entire home/apt,1200,4
Frederiksberg,55.67709,12.54791,Entire home/apt,2950,5
sterbro,55.70235,12.58152,Entire home/apt,4000,1
Nrrebro,55.68978,12.56018,Entire home/apt,500,4
Vesterbro-Kongens Enghave,55.66556,12.54516,Entire home/apt,893,3
Vanlse,55.69103,12.46844,Entire home/apt,843,5
Amager st,55.66881,12.59747,Entire home/apt,600,3
Amager Vest,55.66508,12.5743,Entire home/apt,750,4
Amager st,55.6555,12.61659,Entire home/apt,1250,5
Amager Vest,55.61662,12.56824,Entire home/apt,1302,4
Amager Vest,55.65905,12.60047,Entire home/apt,1050,2
Vanlse,55.69147,12.49376,Private room,225,4
Vesterbro-Kongens Enghave,55.67178,12.54628,Entire home/apt,575,1
Vesterbro-Kongens Enghave,55.64396,12.53064,Private room,548,5
Nrrebro,55.7013176311438,12.5398681397471,Entire home/apt,700,1
Amager Vest,55.66345,12.57993,Entire home/apt,827,1
Indre By,55.69149,12.57582,Entire home/apt,411,2
Vesterbro-Kongens Enghave,55.66682,12.5548,Entire home/apt,502,3
Indre By,55.68198,12.57395,Entire home/apt,4136,5
Amager st,55.65185,12.6235,Entire home/apt,1562,1
Frederiksberg,55.67394,12.53925,Entire home/apt,649,4
Vanlse,55.69107,12.47596,Private room,325,2
Indre By,55.67811,12.56886,Entire home/apt,1200,1
sterbro,55.69452,12.5702,Entire home/apt,1036,1
sterbro,55.69963,12.58428,Entire home/apt,700,4
Nrrebro,55.68954,12.54231,Private room,237,3
Vesterbro-Kongens Enghave,55.66634,12.55365,Entire home/apt,550,1
Indre By,55.68657,12.56658,Entire home/apt,1279,3
Valby,55.66105,12.49976,Private room,299,4
Indre By,55.68676,12.58331,Entire home/apt,1200,5
Brnshj-Husum,55.70192,12.4987,Entire home/apt,1700,5
Brnshj-Husum,55.70205,12.50021,Private room,700,3
Nrrebro,55.6924,12.54325,Entire home/apt,720,3
Valby,55.66219,12.48791,Private room,500,2
Nrrebro,55.69919,12.54557,Entire home/apt,564,4
Vesterbro-Kongens Enghave,55.66581,12.55558,Entire home/apt,707,3
Vesterbro-Kongens Enghave,55.66447,12.53993,Entire home/apt,650,5
Indre By,55.67146,12.59053,Entire home/apt,725,2
sterbro,55.70639,12.58187,Entire home/apt,443,4
Indre By,55.69084,12.57036,Private room,2000,1
Indre By,55.67714,12.59612,Entire home/apt,2100,1
Vesterbro-Kongens Enghave,55.66846,12.53854,Entire home/apt,1400,5
Frederiksberg,55.68568,12.53195,Entire home/apt,975,4
Nrrebro,55.69649,12.54913,Entire home/apt,3950,4
Nrrebro,55.69609,12.55004,Entire home/apt,875,5
Vesterbro-Kongens Enghave,55.66926,12.55284,Private room,450,4
Vesterbro-Kongens Enghave,55.66445,12.54373,Entire home/apt,632,5
Amager st,55.657883,12.625153,Entire home/apt,708,2
Indre By,55.67773,12.56774,Private room,852,3
Amager Vest,55.66431,12.581542,Entire home/apt,780,2
Nrrebro,55.69149,12.555,Entire home/apt,1000,2
Amager Vest,55.6656164587764,12.5771329410963,Entire home/apt,1100,3
Nrrebro,55.69974,12.54247,Entire home/apt,900,3
Nrrebro,55.69222,12.5444,Entire home/apt,1099,3
Vesterbro-Kongens Enghave,55.65074,12.54415,Private room,450,4
Indre By,55.68373,12.56416,Entire home/apt,800,2
Vesterbro-Kongens Enghave,55.67287,12.55465,Entire home/apt,900,1
Vanlse,55.68398,12.49026,Entire home/apt,800,1
sterbro,55.70054,12.5859,Entire home/apt,1000,4
Vesterbro-Kongens Enghave,55.67054,12.55337,Entire home/apt,714,3
Vesterbro-Kongens Enghave,55.66681,12.54477,Entire home/apt,1100,4
Indre By,55.6868,12.5913,Entire home/apt,1657,5
Indre By,55.68703,12.58802,Entire home/apt,1050,3
Nrrebro,55.6868,12.55511,Entire home/apt,350,1
sterbro,55.7012,12.58834,Entire home/apt,1400,1
Vesterbro-Kongens Enghave,55.66987,12.54448,Entire home/apt,800,4
Vesterbro-Kongens Enghave,55.66589,12.5453,Entire home/apt,1150,4
Vesterbro-Kongens Enghave,55.67288,12.55747,Entire home/apt,1599,4
Indre By,55.6917,12.57491,Entire home/apt,864,2
Amager st,55.66731,12.60004,Entire home/apt,1650,2
Vesterbro-Kongens Enghave,55.66417,12.54747,Entire home/apt,729,5
Indre By,55.69506,12.57703,Entire home/apt,1050,3
Amager Vest,55.66802,12.58084,Entire home/apt,500,2
Vesterbro-Kongens Enghave,55.66717,12.55752,Entire home/apt,1120,4
Amager st,55.66382,12.60193,Entire home/apt,700,3
sterbro,55.70919,12.56752,Entire home/apt,900,1
Amager st,55.64969,12.62528,Entire home/apt,1000,2
Nrrebro,55.69058,12.55597,Entire home/apt,700,3
Indre By,55.68053,12.58925,Entire home/apt,2000,1
Nrrebro,55.69678,12.54769,Entire home/apt,636,1
Valby,55.66026,12.49723,Entire home/apt,874,3
Frederiksberg,55.67439,12.53713,Entire home/apt,2150,4
Vesterbro-Kongens Enghave,55.67232,12.54714,Entire home/apt,1400,4
Frederiksberg,55.67765,12.53949,Entire home/apt,715,5
Indre By,55.69173,12.57686,Entire home/apt,1554,3
Indre By,55.68843,12.58809,Entire home/apt,1086,1
Indre By,55.68522,12.57805,Entire home/apt,800,5
Valby,55.6616307378267,12.4929762531096,Entire home/apt,1000,3
sterbro,55.69744,12.57502,Entire home/apt,900,1
Frederiksberg,55.69207,12.53194,Entire home/apt,700,1
Indre By,55.69163,12.57298,Entire home/apt,2000,5
Brnshj-Husum,55.70543,12.48227,Entire home/apt,707,5
Vesterbro-Kongens Enghave,55.644,12.52561,Private room,409,4
Frederiksberg,55.6755,12.5497,Entire home/apt,1200,1
Amager Vest,55.66135,12.58691,Entire home/apt,1108,5
Indre By,55.6831,12.57476,Entire home/apt,1150,5
Vesterbro-Kongens Enghave,55.67164,12.54572,Entire home/apt,1000,2
sterbro,55.7101,12.55792,Private room,402,1
Frederiksberg,55.67638,12.53436,Entire home/apt,1800,4
Indre By,55.69345,12.57396,Entire home/apt,750,3
Indre By,55.67765,12.57433,Entire home/apt,995,2
Vesterbro-Kongens Enghave,55.66801,12.55468,Entire home/apt,750,3
Amager Vest,55.6353,12.58318,Entire home/apt,1557,5
Frederiksberg,55.68247,12.54339,Entire home/apt,1475,3
Vesterbro-Kongens Enghave,55.66664,12.54309,Entire home/apt,1100,2
Amager Vest,55.66445,12.58175,Entire home/apt,799,1
Vanlse,55.69395,12.5084,Entire home/apt,700,3
Indre By,55.69043,12.57105,Entire home/apt,1339,1
Vesterbro-Kongens Enghave,55.67106,12.55063,Private room,524,5
Amager st,55.65689,12.63585,Entire home/apt,4995,5
Vanlse,55.69372,12.484,Entire home/apt,700,5
Nrrebro,55.69278,12.53807,Entire home/apt,700,2
Vesterbro-Kongens Enghave,55.66781,12.55009,Entire home/apt,784,5
Frederiksberg,55.68691,12.52995,Entire home/apt,1250,5
Nrrebro,55.6907,12.56131,Private room,331,4
sterbro,55.69684,12.58036,Entire home/apt,1500,4
Frederiksberg,55.69189,12.53287,Private room,357,3
Indre By,55.68085,12.56436,Entire home/apt,999,3
Brnshj-Husum,55.70644,12.50271,Private room,500,4
Nrrebro,55.70586,12.55534,Entire home/apt,2500,3
Brnshj-Husum,55.70769,12.50111,Private room,500,1
Frederiksberg,55.67789,12.54968,Entire home/apt,3000,1
Nrrebro,55.69292,12.55831,Entire home/apt,700,1
Brnshj-Husum,55.71748,12.47739,Shared room,305,2
Frederiksberg,55.68053,12.50396,Entire home/apt,2000,5
sterbro,55.70177,12.58873,Entire home/apt,1100,5
Nrrebro,55.68854,12.54432,Entire home/apt,63100,2
Nrrebro,55.6896,12.56267,Entire home/apt,650,2
Frederiksberg,55.68432,12.54313,Entire home/apt,1350,4
Nrrebro,55.6969,12.54267,Entire home/apt,1700,1
Amager st,55.66502,12.61616,Entire home/apt,1299,5
Frederiksberg,55.68163,12.55264,Entire home/apt,1400,4
sterbro,55.69804,12.57554,Private room,388,4
Frederiksberg,55.69294,12.53178,Private room,400,1
Valby,55.65275,12.52221,Entire home/apt,1500,5
Indre By,55.68903,12.58865,Private room,500,2
Frederiksberg,55.68513,12.53388,Entire home/apt,500,4
Vesterbro-Kongens Enghave,55.67035,12.54374,Entire home/apt,1500,3
